panel,panel_label,method,method_label,piece_count,beat_fmeasure,beat_cmlt,beat_amlt,downbeat_fmeasure,downbeat_cmlt,downbeat_amlt
bt_gtzan_seed0,Beat This / GTZAN seed 0,casm_full,CASM,993,0.8927303858590246,0.80169740811879,0.9060563476032285,0.7915986455242203,0.7010246312479441,0.8560025202510197
bt_gtzan_seed0,Beat This / GTZAN seed 0,dbn_default,DBN (55--215 BPM),993,0.880555092389722,0.8043754815616794,0.9127176170065201,0.7753155631081371,0.7341275302185616,0.8843883373383894
bt_gtzan_seed0,Beat This / GTZAN seed 0,dbn_matched_30_300,DBN (30--300 BPM),993,0.8859579874476716,0.8056467994992114,0.9201347567805787,0.780194795082558,0.736959402082024,0.8910890597855715
bt_gtzan_seed0,Beat This / GTZAN seed 0,direct,Direct,993,0.8921548143412259,0.7982278386537638,0.9026568785601606,0.7870865932206783,0.6776588359517884,0.7990018544004598
bt_gtzan_seed0,Beat This / GTZAN seed 0,local_target_fixed,"Local target, fixed precision",993,0.8893013296002676,0.7902841789152952,0.8941919687581817,0.7872181557152432,0.6917691954629934,0.8445288522372458
bt_gtzan_seed0,Beat This / GTZAN seed 0,no_safeguard,CASM without safeguards,993,0.891314919302776,0.8026374599605641,0.9077502229387232,0.7896668544881416,0.7065912593282226,0.86472991706936
bt_gtzan_seed0,Beat This / GTZAN seed 0,one_sided,One-endpoint context,993,0.8927363128589177,0.8016545695282489,0.906333596479742,0.7893615137876949,0.6984881372861401,0.8539638432437155
bt_gtzan_seed0,Beat This / GTZAN seed 0,plpdp,PLPDP,993,0.8914190214926278,0.8005778772368384,0.9045755140004877,0.7869794341805721,0.6779978820727791,0.7993699427306679
bt_gtzan_seed0,Beat This / GTZAN seed 0,strength_only,Ambiguity: strength only,993,0.8907199152225324,0.7960985860097858,0.9011453951381537,0.7880636212185385,0.6976954984571608,0.8525607873787229
bt_gtzan_seed0,Beat This / GTZAN seed 0,width_only,Ambiguity: width only,993,0.8895912768450643,0.7919554962660543,0.8965778408165045,0.7876910471602737,0.6942446351356125,0.8479728415619782
bt_smc_oof,Beat This / SMC OOF,casm_full,CASM,217,0.6293072343084821,0.5371744631315045,0.6367671209756665,,,
bt_smc_oof,Beat This / SMC OOF,dbn_default,DBN (55--215 BPM),217,0.5751096019020416,0.4746639460523246,0.6549202345830497,,,
bt_smc_oof,Beat This / SMC OOF,dbn_matched_30_300,DBN (30--300 BPM),217,0.5870138438834418,0.5073457466081032,0.6748169403285116,,,
bt_smc_oof,Beat This / SMC OOF,direct,Direct,217,0.6269512863176817,0.5137358708296245,0.6097108582475783,,,
bt_smc_oof,Beat This / SMC OOF,local_target_fixed,"Local target, fixed precision",217,0.6275327849049742,0.5208151489774601,0.6190971617706833,,,
bt_smc_oof,Beat This / SMC OOF,no_safeguard,CASM without safeguards,217,0.6241211856103106,0.5386440849720607,0.6364634703808391,,,
bt_smc_oof,Beat This / SMC OOF,one_sided,One-endpoint context,217,0.628866878581894,0.5357892369024155,0.635697504231555,,,
bt_smc_oof,Beat This / SMC OOF,plpdp,PLPDP,217,0.6180326399584629,0.48482651496626034,0.6049353333475601,,,
bt_smc_oof,Beat This / SMC OOF,strength_only,Ambiguity: strength only,217,0.6221694247057938,0.5223104573598265,0.6305797146432044,,,
bt_smc_oof,Beat This / SMC OOF,width_only,Ambiguity: width only,217,0.6223869150791542,0.5230922047249841,0.6312568184699039,,,
mscnn_gtzan,MSCNN-lite / GTZAN,casm_full,CASM,993,0.8670160875785432,0.7504784269489381,0.8257640413661501,0.734575821106461,0.6021224718677172,0.7508251669714134
mscnn_gtzan,MSCNN-lite / GTZAN,dbn_default,DBN (55--215 BPM),993,0.857576383671714,0.7832407843279457,0.8669712409733874,0.732637771091705,0.7010012018892797,0.8390947238131652
mscnn_gtzan,MSCNN-lite / GTZAN,dbn_matched_30_300,DBN (30--300 BPM),993,0.8473218713073452,0.7636654839878014,0.8502292978905317,0.7225208177281537,0.6856060641249025,0.8308916638602011
mscnn_gtzan,MSCNN-lite / GTZAN,direct,Direct,993,0.8637089317701586,0.7353472444452872,0.8023485907864903,0.7115293252885732,0.5265498403817047,0.6340374194623748
mscnn_gtzan,MSCNN-lite / GTZAN,local_target_fixed,"Local target, fixed precision",993,0.8673910184149036,0.7457143435625538,0.8190070054736034,0.7338012490691967,0.5999143053510845,0.7517942247539686
mscnn_gtzan,MSCNN-lite / GTZAN,no_safeguard,CASM without safeguards,993,0.8695274842127548,0.7647565491297629,0.8477624246295402,0.735551049154829,0.621795727426507,0.7872608778565214
mscnn_gtzan,MSCNN-lite / GTZAN,one_sided,One-endpoint context,993,0.8671569253434267,0.7502393165947291,0.8256707402232399,0.7336148781734926,0.6037607872635746,0.7515065115469057
mscnn_gtzan,MSCNN-lite / GTZAN,plpdp,PLPDP,993,0.8703767500941305,0.7665422465873387,0.8276325734616302,0.7136091548645659,0.5357182295245821,0.6420469390394024
mscnn_gtzan,MSCNN-lite / GTZAN,strength_only,Ambiguity: strength only,993,0.8680553292901265,0.7502382100996786,0.8265879580065598,0.7358835253306789,0.6077581855478523,0.7567619440790206
mscnn_gtzan,MSCNN-lite / GTZAN,width_only,Ambiguity: width only,993,0.8678538227664576,0.7494732883411789,0.8254529215886749,0.7348294961548726,0.6065675866096818,0.7551240338380909
mscnn_smc_oof,MSCNN-lite / SMC OOF,casm_full,CASM,217,0.5764046295219862,0.4520095457345599,0.5277192670427572,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,dbn_default,DBN (55--215 BPM),217,0.5231809707887622,0.42239342237509664,0.5629177826021697,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,dbn_matched_30_300,DBN (30--300 BPM),217,0.4822599029346307,0.352275117322583,0.5328262442104038,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,direct,Direct,217,0.5718833103917248,0.41904209168262174,0.48379174965218064,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,local_target_fixed,"Local target, fixed precision",217,0.5722573327625783,0.4259897483766257,0.4940621446515609,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,no_safeguard,CASM without safeguards,217,0.5717031088778821,0.45559667553042743,0.5341165251715692,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,one_sided,One-endpoint context,217,0.5762386517743896,0.4517389364921774,0.5271133924009861,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,plpdp,PLPDP,217,0.5770610994047279,0.4312409572191238,0.5137834651248413,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,strength_only,Ambiguity: strength only,217,0.5704450914540605,0.4469107730090176,0.5238307234890476,,,
mscnn_smc_oof,MSCNN-lite / SMC OOF,width_only,Ambiguity: width only,217,0.5719034570656316,0.44789134088514093,0.5237203944580382,,,
tcn_smc_final0,TCN / SMC final0,casm_full,CASM,217,0.5490274530228301,0.3673817688021797,0.43158990510284034,,,
tcn_smc_final0,TCN / SMC final0,dbn_default,DBN (55--215 BPM),217,0.4350892083747795,0.2264795979445373,0.4039015693955052,,,
tcn_smc_final0,TCN / SMC final0,dbn_matched_30_300,DBN (30--300 BPM),217,0.4004298768808457,0.17607026948578078,0.39942957369270654,,,
tcn_smc_final0,TCN / SMC final0,direct,Direct,217,0.5399180754364642,0.32674078434881654,0.38327419283053304,,,
tcn_smc_final0,TCN / SMC final0,local_target_fixed,"Local target, fixed precision",217,0.5419868999626726,0.3324126232120513,0.38929382753760755,,,
tcn_smc_final0,TCN / SMC final0,no_safeguard,CASM without safeguards,217,0.5459683239560172,0.38457004052270305,0.4448536418451925,,,
tcn_smc_final0,TCN / SMC final0,one_sided,One-endpoint context,217,0.5487790115212335,0.3640062321637345,0.43001539826731516,,,
tcn_smc_final0,TCN / SMC final0,plpdp,PLPDP,217,0.5258816934962294,0.26884114091265504,0.42777161307582706,,,
tcn_smc_final0,TCN / SMC final0,strength_only,Ambiguity: strength only,217,0.5462876051234279,0.36275761821596975,0.4277567579798049,,,
tcn_smc_final0,TCN / SMC final0,width_only,Ambiguity: width only,217,0.5451055380128459,0.36028996964061005,0.4286071891028106,,,
