case,time_seconds,casm_local_tau_seconds,tempo_bpm,reliability_proxy,fixed_global_tau_seconds
smc_221,0.000000000,0.600000000,100.000000000,0.037500000,1.120000000
smc_221,0.680000000,1.760000000,34.091000000,0.057260000,1.120000000
smc_221,1.420000000,1.760000000,34.091000000,0.057260000,1.120000000
smc_221,1.480000000,1.760000000,34.091000000,0.057260000,1.120000000
smc_221,1.540000000,1.760000000,34.091000000,0.057260000,1.120000000
smc_221,1.640000000,1.760000000,34.091000000,0.057260000,1.120000000
smc_221,1.760000000,0.720000000,83.333000000,0.086340000,1.120000000
smc_221,1.840000000,0.720000000,83.333000000,0.086340000,1.120000000
smc_221,1.940000000,0.720000000,83.333000000,0.086340000,1.120000000
smc_221,2.060000000,0.720000000,83.333000000,0.086340000,1.120000000
smc_221,2.200000000,0.720000000,83.333000000,0.086340000,1.120000000
smc_221,2.240000000,0.720000000,83.333000000,0.086330000,1.120000000
smc_221,2.300000000,0.720000000,83.333000000,0.086380000,1.120000000
smc_221,2.340000000,0.720000000,83.333000000,0.086380000,1.120000000
smc_221,2.420000000,0.720000000,83.333000000,0.085040000,1.120000000
smc_221,2.580000000,0.720000000,83.333000000,0.082710000,1.120000000
smc_221,2.640000000,0.720000000,83.333000000,0.082390000,1.120000000
smc_221,2.680000000,0.720000000,83.333000000,0.082390000,1.120000000
smc_221,2.820000000,0.720000000,83.333000000,0.082390000,1.120000000
smc_221,2.900000000,0.720000000,83.333000000,0.082760000,1.120000000
smc_221,2.980000000,0.720000000,83.333000000,0.085470000,1.120000000
smc_221,3.200000000,0.720000000,83.333000000,0.085470000,1.120000000
smc_221,3.260000000,0.720000000,83.333000000,0.085470000,1.120000000
smc_221,3.320000000,0.720000000,83.333000000,0.085080000,1.120000000
smc_221,3.380000000,0.720000000,83.333000000,0.084720000,1.120000000
smc_221,3.480000000,0.720000000,83.333000000,0.084540000,1.120000000
smc_221,3.520000000,0.720000000,83.333000000,0.084450000,1.120000000
smc_221,3.720000000,0.720000000,83.333000000,0.074220000,1.120000000
smc_221,4.080000000,0.720000000,83.333000000,0.066170000,1.120000000
smc_221,4.200000000,0.720000000,83.333000000,0.060070000,1.120000000
smc_221,4.560000000,0.720000000,83.333000000,0.060070000,1.120000000
smc_221,4.720000000,0.740000000,81.081000000,0.060070000,1.120000000
smc_221,4.780000000,0.720000000,83.333000000,0.072500000,1.120000000
smc_221,4.940000000,0.720000000,83.333000000,0.072680000,1.120000000
smc_221,5.660000000,0.720000000,83.333000000,0.072710000,1.120000000
smc_221,5.920000000,0.720000000,83.333000000,0.074330000,1.120000000
smc_221,6.260000000,0.720000000,83.333000000,0.078320000,1.120000000
smc_221,6.360000000,0.720000000,83.333000000,0.078430000,1.120000000
smc_221,6.420000000,0.720000000,83.333000000,0.078430000,1.120000000
smc_221,6.480000000,0.720000000,83.333000000,0.078430000,1.120000000
smc_221,6.540000000,0.720000000,83.333000000,0.078150000,1.120000000
smc_221,6.660000000,0.720000000,83.333000000,0.077640000,1.120000000
smc_221,6.720000000,0.720000000,83.333000000,0.064310000,1.120000000
smc_221,6.860000000,0.720000000,83.333000000,0.012720000,1.120000000
smc_221,6.920000000,0.720000000,83.333000000,0.007100000,1.120000000
smc_221,7.060000000,0.720000000,83.333000000,0.005160000,1.120000000
smc_221,7.160000000,0.740000000,81.081000000,0.007100000,1.120000000
smc_221,7.200000000,0.740000000,81.081000000,0.012720000,1.120000000
smc_221,7.300000000,1.220000000,49.180000000,0.075850000,1.120000000
smc_221,7.380000000,1.220000000,49.180000000,0.077500000,1.120000000
smc_221,7.440000000,1.220000000,49.180000000,0.077500000,1.120000000
smc_221,7.500000000,1.220000000,49.180000000,0.077500000,1.120000000
smc_221,7.560000000,1.220000000,49.180000000,0.070100000,1.120000000
smc_221,7.720000000,1.220000000,49.180000000,0.068500000,1.120000000
smc_221,7.780000000,1.220000000,49.180000000,0.062870000,1.120000000
smc_221,7.820000000,1.220000000,49.180000000,0.061060000,1.120000000
smc_221,7.960000000,1.220000000,49.180000000,0.060690000,1.120000000
smc_221,8.140000000,1.220000000,49.180000000,0.053900000,1.120000000
smc_221,8.240000000,0.740000000,81.081000000,0.036650000,1.120000000
smc_221,8.280000000,0.740000000,81.081000000,0.035120000,1.120000000
smc_221,8.340000000,0.740000000,81.081000000,0.033610000,1.120000000
smc_221,8.380000000,0.740000000,81.081000000,0.035120000,1.120000000
smc_221,8.500000000,1.220000000,49.180000000,0.035120000,1.120000000
smc_221,8.540000000,1.220000000,49.180000000,0.033610000,1.120000000
smc_221,8.620000000,1.220000000,49.180000000,0.038060000,1.120000000
smc_221,8.720000000,1.220000000,49.180000000,0.043970000,1.120000000
smc_221,8.940000000,1.220000000,49.180000000,0.077610000,1.120000000
smc_221,9.020000000,1.220000000,49.180000000,0.121350000,1.120000000
smc_221,9.100000000,1.220000000,49.180000000,0.133280000,1.120000000
smc_221,9.320000000,1.220000000,49.180000000,0.133930000,1.120000000
smc_221,9.420000000,1.220000000,49.180000000,0.144240000,1.120000000
smc_221,9.460000000,1.220000000,49.180000000,0.144240000,1.120000000
smc_221,10.020000000,1.220000000,49.180000000,0.144240000,1.120000000
smc_221,10.940000000,1.220000000,49.180000000,0.138780000,1.120000000
smc_221,11.000000000,1.220000000,49.180000000,0.131780000,1.120000000
smc_221,11.260000000,1.000000000,60.000000000,0.131780000,1.120000000
smc_221,11.360000000,1.000000000,60.000000000,0.131610000,1.120000000
smc_221,11.680000000,1.000000000,60.000000000,0.119420000,1.120000000
smc_221,11.840000000,1.000000000,60.000000000,0.119420000,1.120000000
smc_221,12.240000000,1.040000000,57.692000000,0.069910000,1.120000000
smc_221,12.300000000,1.040000000,57.692000000,0.066050000,1.120000000
smc_221,12.360000000,1.040000000,57.692000000,0.065590000,1.120000000
smc_221,12.460000000,1.040000000,57.692000000,0.065590000,1.120000000
smc_221,12.620000000,1.040000000,57.692000000,0.064970000,1.120000000
smc_221,12.680000000,1.040000000,57.692000000,0.065590000,1.120000000
smc_221,12.800000000,1.040000000,57.692000000,0.065640000,1.120000000
smc_221,13.000000000,1.040000000,57.692000000,0.071940000,1.120000000
smc_221,13.080000000,1.040000000,57.692000000,0.071940000,1.120000000
smc_221,13.140000000,1.040000000,57.692000000,0.075890000,1.120000000
smc_221,13.200000000,1.040000000,57.692000000,0.071940000,1.120000000
smc_221,13.240000000,1.060000000,56.604000000,0.070140000,1.120000000
smc_221,13.280000000,1.060000000,56.604000000,0.061880000,1.120000000
smc_221,13.380000000,1.120000000,53.571000000,0.061880000,1.120000000
smc_221,13.440000000,1.140000000,52.632000000,0.057830000,1.120000000
smc_221,13.540000000,1.140000000,52.632000000,0.055510000,1.120000000
smc_221,14.060000000,1.140000000,52.632000000,0.055310000,1.120000000
smc_221,14.540000000,1.080000000,55.556000000,0.039800000,1.120000000
smc_221,14.600000000,1.080000000,55.556000000,0.039800000,1.120000000
smc_221,15.060000000,1.080000000,55.556000000,0.039800000,1.120000000
smc_221,15.640000000,1.060000000,56.604000000,0.117360000,1.120000000
smc_221,16.120000000,1.060000000,56.604000000,0.117500000,1.120000000
smc_221,16.200000000,1.060000000,56.604000000,0.117570000,1.120000000
smc_221,16.740000000,1.080000000,55.556000000,0.117570000,1.120000000
smc_221,17.340000000,1.080000000,55.556000000,0.117570000,1.120000000
smc_221,18.160000000,1.100000000,54.545000000,0.110200000,1.120000000
smc_221,18.360000000,1.100000000,54.545000000,0.105650000,1.120000000
smc_221,18.540000000,1.100000000,54.545000000,0.105620000,1.120000000
smc_221,18.900000000,1.120000000,53.571000000,0.101900000,1.120000000
smc_221,19.000000000,1.120000000,53.571000000,0.101900000,1.120000000
smc_221,19.400000000,1.120000000,53.571000000,0.101900000,1.120000000
smc_221,20.520000000,1.120000000,53.571000000,0.129750000,1.120000000
smc_221,21.080000000,1.120000000,53.571000000,0.129940000,1.120000000
smc_221,21.680000000,1.120000000,53.571000000,0.239010000,1.120000000
smc_221,22.300000000,1.120000000,53.571000000,0.284840000,1.120000000
smc_221,22.940000000,1.120000000,53.571000000,0.286630000,1.120000000
smc_221,23.480000000,1.120000000,53.571000000,0.298980000,1.120000000
smc_221,23.520000000,1.120000000,53.571000000,0.316050000,1.120000000
smc_221,24.040000000,1.120000000,53.571000000,0.329790000,1.120000000
smc_221,25.160000000,1.120000000,53.571000000,0.380990000,1.120000000
smc_221,25.740000000,1.120000000,53.571000000,0.463620000,1.120000000
smc_221,26.300000000,1.120000000,53.571000000,0.463770000,1.120000000
smc_221,26.420000000,1.120000000,53.571000000,0.464930000,1.120000000
smc_221,26.880000000,1.120000000,53.571000000,0.463770000,1.120000000
smc_221,27.420000000,1.120000000,53.571000000,0.464510000,1.120000000
smc_221,27.980000000,1.120000000,53.571000000,0.464510000,1.120000000
smc_221,28.520000000,1.120000000,53.571000000,0.463320000,1.120000000
smc_221,29.580000000,1.120000000,53.571000000,0.337780000,1.120000000
smc_221,30.100000000,1.120000000,53.571000000,0.336530000,1.120000000
smc_221,30.200000000,1.120000000,53.571000000,0.334290000,1.120000000
smc_221,30.760000000,1.120000000,53.571000000,0.297660000,1.120000000
smc_221,31.320000000,1.120000000,53.571000000,0.265880000,1.120000000
smc_221,31.880000000,1.140000000,52.632000000,0.252370000,1.120000000
smc_221,32.500000000,1.140000000,52.632000000,0.231830000,1.120000000
smc_221,32.920000000,1.140000000,52.632000000,0.171370000,1.120000000
smc_221,33.000000000,1.140000000,52.632000000,0.171360000,1.120000000
smc_221,33.040000000,1.140000000,52.632000000,0.171360000,1.120000000
smc_221,33.600000000,1.140000000,52.632000000,0.171370000,1.120000000
smc_221,33.640000000,1.160000000,51.724000000,0.198390000,1.120000000
smc_221,34.120000000,1.160000000,51.724000000,0.216570000,1.120000000
smc_221,34.180000000,1.160000000,51.724000000,0.223080000,1.120000000
smc_221,34.620000000,1.160000000,51.724000000,0.223080000,1.120000000
smc_221,34.760000000,1.160000000,51.724000000,0.216570000,1.120000000
smc_221,35.020000000,1.160000000,51.724000000,0.196170000,1.120000000
smc_221,35.080000000,1.160000000,51.724000000,0.195420000,1.120000000
smc_221,35.200000000,1.160000000,51.724000000,0.190800000,1.120000000
smc_221,35.260000000,1.160000000,51.724000000,0.187250000,1.120000000
smc_221,35.380000000,1.160000000,51.724000000,0.185060000,1.120000000
smc_221,35.580000000,1.160000000,51.724000000,0.172310000,1.120000000
smc_221,35.640000000,1.160000000,51.724000000,0.171050000,1.120000000
smc_221,35.700000000,1.160000000,51.724000000,0.169940000,1.120000000
smc_221,35.760000000,1.160000000,51.724000000,0.167640000,1.120000000
smc_221,35.940000000,1.160000000,51.724000000,0.055000000,1.120000000
smc_221,36.020000000,1.160000000,51.724000000,0.047060000,1.120000000
smc_221,36.220000000,1.160000000,51.724000000,0.047050000,1.120000000
smc_221,36.340000000,1.160000000,51.724000000,0.047050000,1.120000000
smc_221,36.400000000,1.160000000,51.724000000,0.047030000,1.120000000
